id,name,state,country,level,population,latitude,longitude,wiki
703,Sterling,VA,,city-us,31202,39.01,-77.43,15483
687,Sterling,IL,,city-us,17221,41.81,-89.69,349
684,Sterling,CO,,city-us,13739,40.63,-103.21,5211
690,Sterling,MA,,city-us,8152,42.45,-71.78,10676
683,Sterling,AK,,city-us,6016,60.54,-150.76,3758
697,Sterling,OH,,city-us,4696,39.08,-83.98,1236
685,Sterling,CT,,city-us,3577,41.70,-71.82,3499
696,Sterling,NY,,city-us,3218,43.32,-76.66,5390
695,Stirling,NJ,,city-us,2555,40.67,-74.50,1721
689,Sterling,KS,,city-us,2318,38.21,-98.21,5654
686,Sterling,GA,,city-us,1891,31.27,-81.56,843
700,Sterling,PA,,city-us,1480,41.33,-75.41,1908
704,Sterling,WI,,city-us,732,45.61,-92.77,1977
699,Sterling,OK,,city-us,671,34.75,-98.17,2411
705,Sterling,WI,,city-us,562,43.48,-91.04,1902
694,Sterling,NE,,city-us,486,40.46,-96.38,4235
691,Sterling,MI,,city-us,454,44.03,-84.02,2970
701,Sterling,SD,,city-us,400,44.41,-96.82,0
702,Sterling,UT,,city-us,285,39.19,-111.69,1957
692,Sterling,MN,,city-us,242,43.89,-94.07,2701
693,Sterling,ND,,city-us,172,46.81,-100.29,365
688,Sterling,KS,,city-us,112,38.00,-99.68,499
698,Sterling,OH,,city-us,0,40.97,-81.85,184
706,Sterling,MO,,city-us,0,37.04,-92.01,385
707,Sterling,WA,,city-us,0,48.49,-122.28,480
